mal_facile,(m|a|l)-(f|a)-(c|i)-(l|e),874
petis,(p|e)-(t|i|s),872
kampo,(k|a|m)-(p|o),870
societo,(s|o)-(c|i)-(∅|e)-(t|o),870
iliajn,(∅|i)-(l|i)-(∅|a|jn),870
okazos,(∅|o)-(k|a)-(z|o|s),864
animo,(∅|a)-(n|i)-(m|o),863
sociaj,(s|o)-(c|i)-(∅|a|j),863
brazilo,(br|a)-(z|i)-(l|o),861
libera,(l|i)-(b|e)-(r|a),861
demokratio,(d|e)-(m|o|k)-(r|a)-(t|i)-(∅|o),859
saman,(s|a)-(m|a|n),859
radio,(r|a)-(d|i)-(∅|o),858
novajn,(n|o)-(v|a|jn),858
amikoj,(∅|a)-(m|i)-(k|o|j),855
junaj,(j|u)-(n|a|j),855
ŝajne,(ŝ|a|j)-(n|e),855
informoj,(∅|i|n)-(f|o|r)-(m|o|j),854
publiko,(p|u|b)-(l|i)-(k|o),853
spirito,(sp|i)-(r|i)-(t|o),851
ordonis,(∅|o|r)-(d|o)-(n|i|s),851
celas,(c|e)-(l|a|s),848
fin_fine,(f|i|n)-(f|i)-(n|e),844
respubliko,(r|e|s)-(p|u|b)-(l|i)-(k|o),842
instruado,(∅|i|ns)-(tr|u)-(∅|a)-(d|o),841
troviĝis,(tr|o)-(v|i)-(ĝ|i|s),841
homa,(h|o)-(m|a),840
sidis,(s|i)-(d|i|s),839
reĝimo,(r|e)-(ĝ|i)-(m|o),838
elekto,(∅|e)-(l|e|k)-(t|o),837
problemoj,(pr|o|b)-(l|e)-(m|o|j),836
infano,(∅|i|n)-(f|a)-(n|o),834
nomas,(n|o)-(m|a|s),834
miliardoj,(m|i)-(l|i)-(∅|a|r)-(d|o|j),832
propran,(pr|o|p)-(r|a|n),832
atingi,(∅|a)-(t|i|n)-(g|i),829
falis,(f|a)-(l|i|s),827
tridek,(tr|i)-(d|e|k),827
kutime,(k|u)-(t|i)-(m|e),824
niajn,(n|i)-(∅|a|jn),823
merkato,(m|e|r)-(k|a)-(t|o),822
organizo,(∅|o|r)-(g|a)-(n|i)-(z|o),821
ĉefaj,(ĉ|e)-(f|a|j),820
vizaĝon,(v|i)-(z|a)-(ĝ|o|n),817
en_tute,(∅|e|n)-(t|u)-(t|e),817
fratoj,(fr|a)-(t|o|j),816
simpla,(s|i|m)-(pl|a),814
espero,(∅|e|s)-(p|e)-(r|o),812
havos,(h|a)-(v|o|s),809
kompreni,(k|o|m)-(pr|e)-(n|i),809
financa,(f|i)-(n|a|n)-(c|a),808
ian,(∅|i)-(∅|a|n),807
pordo,(p|o|r)-(d|o),807
mankas,(m|a|n)-(k|a|s),806
junuloj,(j|u)-(n|u)-(l|o|j),803
loka,(l|o)-(k|a),803
klubo,(kl|u)-(b|o),801
bonaj,(b|o)-(n|a|j),800
japana,(j|a)-(p|a)-(n|a),799
ricevas,(r|i)-(c|e)-(v|a|s),799
francujo,(fr|a|n)-(c|u)-(j|o),798
forto,(f|o|r)-(t|o),798
parlamento,(p|a|r)-(l|a)-(m|e|n)-(t|o),798
aferon,(∅|a)-(f|e)-(r|o|n),797
proksimume,(pr|o|k)-(s|i)-(m|u)-(m|e),797
rus_lando,(r|u|s)-(l|a|n)-(d|o),795
horo,(h|o)-(r|o),795
kurso,(k|u|r)-(s|o),795
esperantista,(∅|e|s)-(p|e)-(r|a|n)-(t|i|s)-(t|a),795
male,(m|a)-(l|e),794
kristo,(kr|i|s)-(t|o),792
deklaris,(d|e|k)-(l|a)-(r|i|s),792
oficiala,(∅|o)-(f|i)-(c|i)-(∅|a)-(l|a),789
kelk_foje,(k|e|lk)-(f|o)-(j|e),789
ok,(∅|o|k),787
britio,(br|i)-(t|i)-(∅|o),786
servoj,(s|e|r)-(v|o|j),786
ege,(∅|e)-(g|e),785
po,(p|o),785
vaŝingtono,(v|a)-(ŝ|i|n)-(gt|o)-(n|o),782
leviĝis,(l|e)-(v|i)-(ĝ|i|s),782
laboras,(l|a)-(b|o)-(r|a|s),781
pere,(p|e)-(r|e),780
aliflanke,(∅|a)-(l|i|f)-(l|a|n)-(k|e),780
sentas,(s|e|n)-(t|a|s),778
fortoj,(f|o|r)-(t|o|j),777
instituto,(∅|i|n)-(st|i)-(t|u)-(t|o),777
rajtas,(r|a|j)-(t|a|s),777
homaj,(h|o)-(m|a|j),774
italio,(∅|i)-(t|a)-(l|i)-(∅|o),773
pasis,(p|a)-(s|i|s),773
komerco,(k|o)-(m|e|r)-(c|o),772
ebligas,(∅|e|b)-(l|i)-(g|a|s),772
provis,(pr|o)-(v|i|s),770
scienco,(sc|i)-(∅|e|n)-(c|o),769
traduko,(tr|a)-(d|u)-(k|o),767
lernejo,(l|e|r)-(n|e)-(j|o),767
orienta,(∅|o)-(r|i)-(∅|e|n)-(t|a),765
for_lasis,(f|o|r)-(l|a)-(s|i|s),762
nokto,(n|o|k)-(t|o),761
ekster_landaj,(∅|e|k)-(st|e|r)-(l|a|n)-(d|a|j),761
tut_monda,(t|u|t)-(m|o|n)-(d|a),761
ideon,(∅|i)-(d|e)-(∅|o|n),760
farita,(f|a)-(r|i)-(t|a),759
irako,(∅|i)-(r|a)-(k|o),757
edzo,(∅|e|d)-(z|o),756
opinio,(∅|o)-(p|i)-(n|i)-(∅|o),756
demandoj,(d|e)-(m|a|n)-(d|o|j),751
rusio,(r|u)-(s|i)-(∅|o),750
ĉefurbo,(ĉ|e)-(f|u|r)-(b|o),749
ĉef_ministro,(ĉ|e|f)-(m|i)-(n|i|s)-(tr|o),749
unuiĝintaj,(∅|u)-(n|u)-(∅|i)-(ĝ|i|n)-(t|a|j),749
izraelidoj,(∅|i|z)-(r|a)-(∅|e)-(l|i)-(d|o|j),748
teksto,(t|e|k)-(st|o),748
proponas,(pr|o)-(p|o)-(n|a|s),748
tagojn,(t|a)-(g|o|jn),745
suno,(s|u)-(n|o),745
plene,(pl|e)-(n|e),744
loĝas,(l|o)-(ĝ|a|s),743
interalie,(∅|i|n)-(t|e)-(r|a)-(l|i)-(∅|e),743
staras,(st|a)-(r|a|s),742
publikaj,(p|u|b)-(l|i)-(k|a|j),740
proksima,(pr|o|k)-(s|i)-(m|a),740
proponis,(pr|o)-(p|o)-(n|i|s),739
kun_veno,(k|u|n)-(v|e)-(n|o),738
devos,(d|e)-(v|o|s),737
al_venis,(∅|a|l)-(v|e)-(n|i|s),737
persono,(p|e|r)-(s|o)-(n|o),735
itala,(∅|i)-(t|a)-(l|a),734
iĝis,(∅|i)-(ĝ|i|s),734
reto,(r|e)-(t|o),733
rakontis,(r|a)-(k|o|n)-(t|i|s),733
elektis,(∅|e)-(l|e|k)-(t|i|s),733
pastroj,(p|a|s)-(tr|o|j),732
brita,(br|i)-(t|a),731
blanka,(bl|a|n)-(k|a),729
muziko,(m|u)-(z|i)-(k|o),727
vortaro,(v|o|r)-(t|a)-(r|o),727
epoko,(∅|e)-(p|o)-(k|o),725
mal_bona,(m|a|l)-(b|o)-(n|a),725
rete,(r|e)-(t|e),725
edukado,(∅|e)-(d|u)-(k|a)-(d|o),724
kara,(k|a)-(r|a),724
vizitis,(v|i)-(z|i)-(t|i|s),720
verkis,(v|e|r)-(k|i|s),717
atendas,(∅|a)-(t|e|n)-(d|a|s),717
kresko,(kr|e|s)-(k|o),714
petas,(p|e)-(t|a|s),714
entrepreno,(∅|e|n)-(tr|e|p)-(r|e)-(n|o),713
duono,(d|u)-(∅|o)-(n|o),713
partoprenantoj,(p|a|r)-(t|o|p)-(r|e)-(n|a|n)-(t|o|j),713
mondon,(m|o|n)-(d|o|n),712
gazetaro,(g|a)-(z|e)-(t|a)-(r|o),712
interna,(∅|i|n)-(t|e|r)-(n|a),712
moskvo,(m|o|s)-(kv|o),711
servo,(s|e|r)-(v|o),711
junulara,(j|u)-(n|u)-(l|a)-(r|a),709
eksa,(∅|e|k)-(s|a),709
inter_reto,(∅|i|n)-(t|e|r)-(r|e)-(t|o),707
inter_nacian,(∅|i|n)-(t|e|r)-(n|a)-(c|i)-(∅|a|n),707
popola,(p|o)-(p|o)-(l|a),707
rigardas,(r|i)-(g|a|r)-(d|a|s),706
filino,(f|i)-(l|i)-(n|o),704
dioj,(d|i)-(∅|o|j),704
revolucio,(r|e)-(v|o)-(l|u)-(c|i)-(∅|o),704
frue,(fr|u)-(∅|e),703
rimarkis,(r|i)-(m|a|r)-(k|i|s),702
amas,(∅|a)-(m|a|s),701
litovio,(l|i)-(t|o)-(v|i)-(∅|o),700
ek_kriis,(∅|e|k)-(kr|i)-(∅|i|s),700
nivelo,(n|i)-(v|e)-(l|o),699
koncerne,(k|o|n)-(c|e|r)-(n|e),699
evidente,(∅|e)-(v|i)-(d|e|n)-(t|e),697
ĉefo,(ĉ|e)-(f|o),696
artikoloj,(∅|a|r)-(t|i)-(k|o)-(l|o|j),695
krei,(kr|e)-(∅|i),694
inter_konsento,(∅|i|n)-(t|e|r)-(k|o|n)-(s|e|n)-(t|o),691
profesoro,(pr|o)-(f|e)-(s|o)-(r|o),689
pola,(p|o)-(l|a),689
inkluzive,(∅|i|n)-(kl|u)-(z|i)-(v|e),689
eta,(∅|e)-(t|a),688
perdis,(p|e|r)-(d|i|s),688
jaron,(j|a)-(r|o|n),687
naciaj,(n|a)-(c|i)-(∅|a|j),687
ĉia,(ĉ|i)-(∅|a),686
temoj,(t|e)-(m|o|j),685
lernejoj,(l|e|r)-(n|e)-(j|o|j),685
urbon,(∅|u|r)-(b|o|n),684
decido,(d|e)-(c|i)-(d|o),684
gravas,(gr|a)-(v|a|s),682
certa,(c|e|r)-(t|a),680
ricevi,(r|i)-(c|e)-(v|i),680
manko,(m|a|n)-(k|o),679
unesko,(∅|u)-(n|e|s)-(k|o),676
ĉapitro,(ĉ|a)-(p|i|t)-(r|o),676
libron,(l|i|b)-(r|o|n),675
okazo,(∅|o)-(k|a)-(z|o),674
diversajn,(d|i)-(v|e|r)-(s|a|jn),670
diros,(d|i)-(r|o|s),670
elektoj,(∅|e)-(l|e|k)-(t|o|j),669
partioj,(p|a|r)-(t|i)-(∅|o|j),669
literatura,(l|i)-(t|e)-(r|a)-(t|u)-(r|a),669
turnis,(t|u|r)-(n|i|s),668
ĉinujo,(ĉ|i)-(n|u)-(j|o),667
rimedoj,(r|i)-(m|e)-(d|o|j),667
informojn,(∅|i|n)-(f|o|r)-(m|o|jn),667
vespero,(v|e|s)-(p|e)-(r|o),666
montri,(m|o|n)-(tr|i),666
nun_tempe,(n|u|n)-(t|e|m)-(p|e),666
informado,(∅|i|n)-(f|o|r)-(m|a)-(d|o),665
timo,(t|i)-(m|o),662
gazetoj,(g|a)-(z|e)-(t|o|j),662
ĉie,(ĉ|i)-(∅|e),662
legi,(l|e)-(g|i),661
kongresa,(k|o|n)-(gr|e)-(s|a),660
laboris,(l|a)-(b|o)-(r|i|s),660
scienca,(sc|i)-(∅|e|n)-(c|a),658
starigis,(st|a)-(r|i)-(g|i|s),657
parte,(p|a|r)-(t|e),657
prezo,(pr|e)-(z|o),656
memoras,(m|e)-(m|o)-(r|a|s),656
timas,(t|i)-(m|a|s),655
ĉiutage,(ĉ|i)-(∅|u)-(t|a)-(g|e),655
ideoj,(∅|i)-(d|e)-(∅|o|j),654
adreso,(∅|a|d)-(r|e)-(s|o),653
konsistas,(k|o|n)-(s|i|s)-(t|a|s),652
familioj,(f|a)-(m|i)-(l|i)-(∅|o|j),651
plurajn,(pl|u)-(r|a|jn),651
sufiĉas,(s|u)-(f|i)-(ĉ|a|s),651
mal_multe,(m|a|l)-(m|u|l)-(t|e),650
buŝo,(b|u)-(ŝ|o),649
numero,(n|u)-(m|e)-(r|o),649
princo,(pr|i|n)-(c|o),649
en_havas,(∅|e|n)-(h|a)-(v|a|s),649
ekonomiaj,(∅|e)-(k|o)-(n|o)-(m|i)-(∅|a|j),648
ŝatas,(ŝ|a)-(t|a|s),647
akcepti,(∅|a|k)-(c|e|p)-(t|i),647
kontakto,(k|o|n)-(t|a|k)-(t|o),645
paŭlo,(p|a|ŭ)-(l|o),644
korpo,(k|o|r)-(p|o),643
neniun,(n|e)-(n|i)-(∅|u|n),643
komenciĝis,(k|o)-(m|e|n)-(c|i)-(ĝ|i|s),642
legis,(l|e)-(g|i|s),640
lasis,(l|a)-(s|i|s),640
partopreni,(p|a|r)-(t|o|p)-(r|e)-(n|i),640
bedaŭrinde,(b|e)-(d|a|ŭ)-(r|i|n)-(d|e),640
konsilio,(k|o|n)-(s|i)-(l|i)-(∅|o),639
eviti,(∅|e)-(v|i)-(t|i),639
oriento,(∅|o)-(r|i)-(∅|e|n)-(t|o),638
knabo,(kn|a)-(b|o),637
judoj,(j|u)-(d|o|j),637
politikan,(p|o)-(l|i)-(t|i)-(k|a|n),637
forumo,(f|o)-(r|u)-(m|o),636
hispana,(h|i|s)-(p|a)-(n|a),636
ene,(∅|e)-(n|e),635
celoj,(c|e)-(l|o|j),635
ĝiajn,(ĝ|i)-(∅|a|jn),635
trans,(tr|a|ns),635
vero,(v|e)-(r|o),634
pagi,(p|a)-(g|i),634
rezulto,(r|e)-(z|u|l)-(t|o),633
azio,(∅|a)-(z|i)-(∅|o),632
defendo,(d|e)-(f|e|n)-(d|o),631
precize,(pr|e)-(c|i)-(z|e),631
sango,(s|a|n)-(g|o),630
sukceso,(s|u|k)-(c|e)-(s|o),630
siavice,(s|i)-(∅|a)-(v|i)-(c|e),630
pekino,(p|e)-(k|i)-(n|o),628
renkontiĝo,(r|e|n)-(k|o|n)-(t|i)-(ĝ|o),628
anoncis,(∅|a)-(n|o|n)-(c|i|s),628
gravan,(gr|a)-(v|a|n),627
vid_punkto,(v|i|d)-(p|u|n)-(kt|o),626
rajton,(r|a|j)-(t|o|n),625
strato,(str|a)-(t|o),625
civitanoj,(c|i)-(v|i)-(t|a)-(n|o|j),625
romano,(r|o)-(m|a)-(n|o),625
evoluo,(∅|e)-(v|o)-(l|u)-(∅|o),624
duan,(d|u)-(∅|a|n),624
klarigis,(kl|a)-(r|i)-(g|i|s),624
polico,(p|o)-(l|i)-(c|o),623
okcidento,(∅|o|k)-(c|i)-(d|e|n)-(t|o),623
kongresoj,(k|o|n)-(gr|e)-(s|o|j),623
institucioj,(∅|i|n)-(st|i)-(t|u)-(c|i)-(∅|o|j),622
tablo,(t|a|b)-(l|o),621
soldatoj,(s|o|l)-(d|a)-(t|o|j),619
vojaĝo,(v|o)-(j|a)-(ĝ|o),619
kreis,(kr|e)-(∅|i|s),619
verda,(v|e|r)-(d|a),617
provas,(pr|o)-(v|a|s),617
vilaĝo,(v|i)-(l|a)-(ĝ|o),616
ordo,(∅|o|r)-(d|o),616
cezaro,(c|e)-(z|a)-(r|o),616
grandajn,(gr|a|n)-(d|a|jn),616
uzis,(∅|u)-(z|i|s),614
resti,(r|e|s)-(t|i),614
venu,(v|e)-(n|u),614
kien,(k|i)-(∅|e|n),613
fronte,(fr|o|n)-(t|e),613
nederlando,(n|e)-(d|e|r)-(l|a|n)-(d|o),612
redaktoro,(r|e)-(d|a|k)-(t|o)-(r|o),612
teron,(t|e)-(r|o|n),610
stato,(st|a)-(t|o),610
kubo,(k|u)-(b|o),610
scii,(sc|i)-(∅|i),609
atendis,(∅|a)-(t|e|n)-(d|i|s),608
regas,(r|e)-(g|a|s),608
ĝojo,(ĝ|o)-(j|o),607
iros,(∅|i)-(r|o|s),607
sole,(s|o)-(l|e),607
kursoj,(k|u|r)-(s|o|j),605
kondukis,(k|o|n)-(d|u)-(k|i|s),605
respondas,(r|e|s)-(p|o|n)-(d|a|s),605
esperas,(∅|e|s)-(p|e)-(r|a|s),604
lingvaj,(l|i|n)-(gv|a|j),603
posedas,(p|o)-(s|e)-(d|a|s),603
konsideras,(k|o|n)-(s|i)-(d|e)-(r|a|s),603
malaperis,(m|a)-(l|a)-(p|e)-(r|i|s),603
levis,(l|e)-(v|i|s),602
dume,(d|u)-(m|e),602
knabino,(kn|a)-(b|i)-(n|o),601
uzata,(∅|u)-(z|a)-(t|a),601
proksime,(pr|o|k)-(s|i)-(m|e),601
el_dono,(∅|e|l)-(d|o)-(n|o),600
johano,(j|o)-(h|a)-(n|o),600
voĉoj,(v|o)-(ĉ|o|j),600
estonteco,(∅|e|s)-(t|o|n)-(t|e)-(c|o),600
antaŭa,(∅|a|n)-(t|a|ŭ)-(∅|a),600
simila,(s|i)-(m|i)-(l|a),600
estro,(∅|e|s)-(tr|o),599
reprezentantoj,(r|e|p)-(r|e)-(z|e|n)-(t|a|n)-(t|o|j),599
akademio,(∅|a)-(k|a)-(d|e)-(m|i)-(∅|o),599
nomoj,(n|o)-(m|o|j),598
lokoj,(l|o)-(k|o|j),597
popolon,(p|o)-(p|o)-(l|o|n),597
fajro,(f|a|j)-(r|o),597
aferojn,(∅|a)-(f|e)-(r|o|jn),593
altaj,(∅|a|l)-(t|a|j),593
parolado,(p|a)-(r|o)-(l|a)-(d|o),592
faraono,(f|a)-(r|a)-(∅|o)-(n|o),588
nomis,(n|o)-(m|i|s),587
demandas,(d|e)-(m|a|n)-(d|a|s),585
donos,(d|o)-(n|o|s),585
milionojn,(m|i)-(l|i)-(∅|o)-(n|o|jn),584
filon,(f|i)-(l|o|n),584
koron,(k|o)-(r|o|n),582
elektita,(∅|e)-(l|e|k)-(t|i)-(t|a),581
foriris,(f|o)-(r|i)-(r|i|s),581
labori,(l|a)-(b|o)-(r|i),577
kadre,(k|a|d)-(r|e),577
lumo,(l|u)-(m|o),575
mortigis,(m|o|r)-(t|i)-(g|i|s),575
kazo,(k|a)-(z|o),574
letero,(l|e)-(t|e)-(r|o),574
malantaŭ,(m|a)-(l|a|n)-(t|a|ŭ),574
alie,(∅|a)-(l|i)-(∅|e),573
horoj,(h|o)-(r|o|j),572
studentoj,(st|u)-(d|e|n)-(t|o|j),571
titolo,(t|i)-(t|o)-(l|o),570
korespondanto,(k|o)-(r|e|s)-(p|o|n)-(d|a|n)-(t|o),569
loĝis,(l|o)-(ĝ|i|s),569
registaroj,(r|e)-(g|i|s)-(t|a)-(r|o|j),568
interesa,(∅|i|n)-(t|e)-(r|e)-(s|a),568
kaŭzis,(k|a|ŭ)-(z|i|s),567
voĉon,(v|o)-(ĉ|o|n),566
penso,(p|e|n)-(s|o),566
paĝoj,(p|a)-(ĝ|o|j),565
ĵetis,(ĵ|e)-(t|i|s),565
favore,(f|a)-(v|o)-(r|e),565
ha,(h|a),565
privata,(pr|i)-(v|a)-(t|a),564
rakontas,(r|a)-(k|o|n)-(t|a|s),564
kvin_dek,(kv|i|n)-(d|e|k),564
propraj,(pr|o|p)-(r|a|j),563
fariĝi,(f|a)-(r|i)-(ĝ|i),562
artikolon,(∅|a|r)-(t|i)-(k|o)-(l|o|n),560
tiele,(t|i)-(∅|e)-(l|e),560
neniel,(n|e)-(n|i)-(∅|e|l),560
prezenti,(pr|e)-(z|e|n)-(t|i),559
aktivuloj,(∅|a|k)-(t|i)-(v|u)-(l|o|j),558
landaj,(l|a|n)-(d|a|j),558
el_centoj,(∅|e|l)-(c|e|n)-(t|o|j),557
sekvas,(s|e|k)-(v|a|s),557
ĉiujare,(ĉ|i)-(∅|u)-(j|a)-(r|e),557
modelo,(m|o)-(d|e)-(l|o),556
rivero,(r|i)-(v|e)-(r|o),555
ŝtata,(ŝt|a)-(t|a),555
islama,(∅|i|s)-(l|a)-(m|a),555
donu,(d|o)-(n|u),555
legantoj,(l|e)-(g|a|n)-(t|o|j),554
monto,(m|o|n)-(t|o),554
piedoj,(p|i)-(∅|e)-(d|o|j),553
tiajn,(t|i)-(∅|a|jn),553
rolo,(r|o)-(l|o),552
iel,(∅|i)-(∅|e|l),552
nigra,(n|i|g)-(r|a),551
prenu,(pr|e)-(n|u),551
politikon,(p|o)-(l|i)-(t|i)-(k|o|n),550
kian,(k|i)-(∅|a|n),550
supre,(s|u|p)-(r|e),550
romo,(r|o)-(m|o),549
nenian,(n|e)-(n|i)-(∅|a|n),549
fariĝos,(f|a)-(r|i)-(ĝ|o|s),548
vivi,(v|i)-(v|i),548
iomete,(∅|i)-(∅|o)-(m|e)-(t|e),547
junularo,(j|u)-(n|u)-(l|a)-(r|o),546
kolero,(k|o)-(l|e)-(r|o),545
sektoro,(s|e|k)-(t|o)-(r|o),544
homaro,(h|o)-(m|a)-(r|o),543
irano,(∅|i)-(r|a)-(n|o),543
afrika,(∅|a|f)-(r|i)-(k|a),543
verkisto,(v|e|r)-(k|i|s)-(t|o),542
restos,(r|e|s)-(t|o|s),542
ĉeestis,(ĉ|e)-(∅|e|s)-(t|i|s),541
daŭrigis,(d|a|ŭ)-(r|i)-(g|i|s),540
mal_proksime,(m|a|l)-(pr|o|k)-(s|i)-(m|e),540
kondiĉoj,(k|o|n)-(d|i)-(ĉ|o|j),539
kun_laboro,(k|u|n)-(l|a)-(b|o)-(r|o),539
funkcias,(f|u|n)-(kc|i)-(∅|a|s),539
atenton,(∅|a)-(t|e|n)-(t|o|n),538
gepatroj,(g|e)-(p|a|t)-(r|o|j),536
ŝipo,(ŝ|i)-(p|o),536
listo,(l|i|s)-(t|o),536
traktato,(tr|a|k)-(t|a)-(t|o),536
biblioteko,(b|i|b)-(l|i)-(∅|o)-(t|e)-(k|o),536
francaj,(fr|a|n)-(c|a|j),536
stranga,(str|a|n)-(g|a),536
kreskis,(kr|e|s)-(k|i|s),536
regule,(r|e)-(g|u)-(l|e),536
komunikado,(k|o)-(m|u)-(n|i)-(k|a)-(d|o),535
trovos,(tr|o)-(v|o|s),534
insulo,(∅|i|n)-(s|u)-(l|o),533
lastan,(l|a|s)-(t|a|n),533
kredis,(kr|e)-(d|i|s),533
pensi,(p|e|n)-(s|i),532
teritorio,(t|e)-(r|i)-(t|o)-(r|i)-(∅|o),530
certaj,(c|e|r)-(t|a|j),530
lerni,(l|e|r)-(n|i),530
konataj,(k|o)-(n|a)-(t|a|j),529
medio,(m|e)-(d|i)-(∅|o),528
leteroj,(l|e)-(t|e)-(r|o|j),528
iama,(∅|i)-(∅|a)-(m|a),528
renkontis,(r|e|n)-(k|o|n)-(t|i|s),528
plenumi,(pl|e)-(n|u)-(m|i),528
simile,(s|i)-(m|i)-(l|e),527
prelegoj,(pr|e)-(l|e)-(g|o|j),526
libereco,(l|i)-(b|e)-(r|e)-(c|o),526
industrio,(∅|i|n)-(d|u|s)-(tr|i)-(∅|o),525
sana,(s|a)-(n|a),525
mal_bone,(m|a|l)-(b|o)-(n|e),525
senco,(s|e|n)-(c|o),524
mond_milito,(m|o|nd)-(m|i)-(l|i)-(t|o),524
mal_grandaj,(m|a|l)-(gr|a|n)-(d|a|j),524
aŭtoroj,(∅|a|ŭ)-(t|o)-(r|o|j),522
aranĝo,(∅|a)-(r|a|n)-(ĝ|o),522
promesis,(pr|o)-(m|e)-(s|i|s),522
militon,(m|i)-(l|i)-(t|o|n),521
financaj,(f|i)-(n|a|n)-(c|a|j),521
ruĝa,(r|u)-(ĝ|a),521
lernis,(l|e|r)-(n|i|s),521
produktado,(pr|o)-(d|u|k)-(t|a)-(d|o),520
instruistoj,(∅|i|ns)-(tr|u)-(∅|i|s)-(t|o|j),520
mal_juna,(m|a|l)-(j|u)-(n|a),520
akiri,(∅|a)-(k|i)-(r|i),520
sub_teno,(s|u|b)-(t|e)-(n|o),519
ŝanĝi,(ŝ|a|n)-(ĝ|i),519
konstante,(k|o|n)-(st|a|n)-(t|e),519
historion,(h|i|s)-(t|o)-(r|i)-(∅|o|n),518
gvidanto,(gv|i)-(d|a|n)-(t|o),518
arto,(∅|a|r)-(t|o),518
montriĝis,(m|o|n)-(tr|i)-(ĝ|i|s),518
kvar_dek,(kv|a|r)-(d|e|k),518
kampanjo,(k|a|m)-(p|a|n)-(j|o),517
naturo,(n|a)-(t|u)-(r|o),517
nenia,(n|e)-(n|i)-(∅|a),517
demandon,(d|e)-(m|a|n)-(d|o|n),516
ekzemplo,(∅|e|k)-(z|e|m)-(pl|o),516
respondi,(r|e|s)-(p|o|n)-(d|i),516
rigardi,(r|i)-(g|a|r)-(d|i),516
speciale,(sp|e)-(c|i)-(∅|a)-(l|e),516
plano,(pl|a)-(n|o),515
vento,(v|e|n)-(t|o),515
mal_multaj,(m|a|l)-(m|u|l)-(t|a|j),515
vidos,(v|i)-(d|o|s),515
sento,(s|e|n)-(t|o),514
al_portis,(∅|a|l)-(p|o|r)-(t|i|s),513
aŭskultu,(∅|a|ŭ)-(sk|u|l)-(t|u),513
helpon,(h|e|l)-(p|o|n),512
konflikto,(k|o|n)-(fl|i|k)-(t|o),512
vasta,(v|a|s)-(t|a),512
araba,(∅|a)-(r|a)-(b|a),512
akceptas,(∅|a|k)-(c|e|p)-(t|a|s),512
volonte,(v|o)-(l|o|n)-(t|e),512
kadro,(k|a|d)-(r|o),511
mal_fermis,(m|a|l)-(f|e|r)-(m|i|s),511
helpis,(h|e|l)-(p|i|s),511
prefere,(pr|e)-(f|e)-(r|e),511
londono,(l|o|n)-(d|o)-(n|o),510
volo,(v|o)-(l|o),510
poeto,(p|o)-(∅|e)-(t|o),510
junulo,(j|u)-(n|u)-(l|o),510
ĉesis,(ĉ|e)-(s|i|s),510
projektoj,(pr|o)-(j|e|k)-(t|o|j),509
asembleo,(∅|a)-(s|e|m)-(bl|e)-(∅|o),508
ree,(r|e)-(∅|e),507
kriis,(kr|i)-(∅|i|s),507
aĉeti,(∅|a)-(ĉ|e)-(t|i),507
ekzistis,(∅|e|k)-(z|i|s)-(t|i|s),507
projekton,(pr|o)-(j|e|k)-(t|o|n),506
ĵurnalisto,(ĵ|u|r)-(n|a)-(l|i|s)-(t|o),505
propono,(pr|o)-(p|o)-(n|o),505
eventoj,(∅|e)-(v|e|n)-(t|o|j),505
semajno,(s|e)-(m|a|j)-(n|o),504
amaso,(∅|a)-(m|a)-(s|o),502
programon,(pr|o|g)-(r|a)-(m|o|n),500
kapablas,(k|a)-(p|a|b)-(l|a|s),500
riĉa,(r|i)-(ĉ|a),498
norda,(n|o|r)-(d|a),498
aliĝis,(∅|a)-(l|i)-(ĝ|i|s),498
solvo,(s|o|l)-(v|o),497
miloj,(m|i)-(l|o|j),497
konis,(k|o)-(n|i|s),497
akvon,(∅|a|k)-(v|o|n),496
retejo,(r|e)-(t|e)-(j|o),495
demokratia,(d|e)-(m|o|k)-(r|a)-(t|i)-(∅|a),495
intencas,(∅|i|n)-(t|e|n)-(c|a|s),495
kompanio,(k|o|m)-(p|a)-(n|i)-(∅|o),494
historia,(h|i|s)-(t|o)-(r|i)-(∅|a),494
sorto,(s|o|r)-(t|o),493
suda,(s|u)-(d|a),493
volus,(v|o)-(l|u|s),493
kuŝis,(k|u)-(ŝ|i|s),493
komencas,(k|o)-(m|e|n)-(c|a|s),493
ĵurnalistoj,(ĵ|u|r)-(n|a)-(l|i|s)-(t|o|j),492
religio,(r|e)-(l|i)-(g|i)-(∅|o),492
uzo,(∅|u)-(z|o),490
infanojn,(∅|i|n)-(f|a)-(n|o|jn),490
vivis,(v|i)-(v|i|s),490
kandidato,(k|a|n)-(d|i)-(d|a)-(t|o),489
regado,(r|e)-(g|a)-(d|o),489
aŭskultis,(∅|a|ŭ)-(sk|u|l)-(t|i|s),489
konstanta,(k|o|n)-(st|a|n)-(t|a),488
povu,(p|o)-(v|u),488
opinion,(∅|o)-(p|i)-(n|i)-(∅|o|n),487
venko,(v|e|n)-(k|o),487
serĉas,(s|e|r)-(ĉ|a|s),487
gvidis,(gv|i)-(d|i|s),487
kompare,(k|o|m)-(p|a)-(r|e),487
regionoj,(r|e)-(g|i)-(∅|o)-(n|o|j),486
pensoj,(p|e|n)-(s|o|j),486
deziris,(d|e)-(z|i)-(r|i|s),486
profunde,(pr|o)-(f|u|n)-(d|e),486
vespere,(v|e|s)-(p|e)-(r|e),486
